,CustomerID,q_recency_last_trx,sqi_sales,sqa_sales,squ_sales,q_recency_first_trx,q_first_last_trx_span,sqi_sales_201112,sqi_sales_201111,sqi_sales_201110,sqi_sales_201109,sqi_sales_2011,sqi_sales_2010,sqi_sales_2009,cluster_result
14,12360,52.894444444444446,8,4252.89,2459,656.1375,603.2430555555555,0.0,0.0,1.0,0.0,3,5,0,Cluster 1 (2154)
15,12361,287.9576388888889,4,511.25,235,682.9256944444444,394.96805555555557,0.0,0.0,0.0,0.0,1,3,0,Cluster 1 (2154)
16,12362,3.8819444444444446,11,5356.23,2230,739.1111111111111,735.2291666666666,1.0,1.0,3.0,1.0,10,0,1,Cluster 1 (2154)
17,12363,110.10555555555555,2,552.0,408,242.97291666666666,132.8673611111111,0.0,0.0,0.0,0.0,2,0,0,Cluster 4 (766)
18,12364,8.102777777777778,4,1313.1,1506,112.89305555555555,104.79027777777777,1.0,0.0,1.0,1.0,4,0,0,Cluster 4 (766)
19,12365,291.9486111111111,2,641.38,174,291.9576388888889,0.009027777777777777,0.0,0.0,0.0,0.0,2,0,0,Cluster 6 (744)
20,12366,634.0986111111112,1,500.24,296,634.0986111111112,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
21,12367,4.834722222222222,1,168.9,173,4.834722222222222,0.0,1.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
22,12368,628.8708333333333,1,917.6999999999999,330,628.8708333333333,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
23,12369,413.9840277777778,3,1791.15,1241,642.1951388888889,228.2111111111111,0.0,0.0,0.0,0.0,0,3,0,Cluster 3 (707)
24,12370,51.91597222222222,7,4316.56,2604,669.13125,617.2152777777778,0.0,0.0,1.0,0.0,2,5,0,Cluster 1 (2154)
25,12371,45.106944444444444,5,4067.38,1436,645.76875,600.6618055555556,0.0,0.0,2.0,0.0,2,3,0,Cluster 1 (2154)
26,12372,72.02638888888889,3,1298.04,794,297.0027777777778,224.9763888888889,0.0,0.0,0.0,1.0,3,0,0,Cluster 4 (766)
27,12373,311.9861111111111,3,1127.65,516,674.0291666666667,362.04305555555555,0.0,0.0,0.0,0.0,1,2,0,Cluster 1 (2154)
28,12374,25.884027777777778,4,2989.2200000000003,1362,588.9506944444445,563.0666666666667,0.0,1.0,0.0,0.0,1,3,0,Cluster 1 (2154)
29,12375,11.093055555555555,2,457.5,178,98.93541666666667,87.84236111111112,0.0,1.0,0.0,1.0,2,0,0,Cluster 4 (766)
30,12376,390.02430555555554,2,503.15,240,418.1722222222222,28.147916666666667,0.0,0.0,0.0,0.0,0,2,0,Cluster 3 (707)
31,12377,315.87847222222223,4,3426.32,2105,589.8861111111111,274.0076388888889,0.0,0.0,0.0,0.0,1,3,0,Cluster 1 (2154)
32,12378,130.09444444444443,2,5416.32,3316,562.9465277777778,432.8520833333333,0.0,0.0,0.0,0.0,1,1,0,Cluster 1 (2154)
33,12379,82.11180555555555,4,1620.22,815,535.0006944444444,452.8888888888889,0.0,0.0,0.0,1.0,2,2,0,Cluster 1 (2154)
34,12380,22.05763888888889,11,9676.300000000001,3355,663.03125,640.9736111111112,0.0,1.0,1.0,1.0,4,7,0,Cluster 2 (479)
35,12381,5.004166666666666,5,1845.31,808,120.12013888888889,115.11597222222223,1.0,1.0,2.0,0.0,5,0,0,Cluster 4 (766)
36,12383,185.2,5,1850.56,1532,352.93194444444447,167.73194444444445,0.0,0.0,0.0,0.0,4,1,0,Cluster 1 (2154)
37,12384,29.174305555555556,2,585.27,126,122.06041666666667,92.8861111111111,0.0,1.0,0.0,0.0,2,0,0,Cluster 4 (766)
38,12385,379.9,1,1938.4,612,379.9,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
39,12386,338.00902777777776,2,401.9,354,367.12291666666664,29.113888888888887,0.0,0.0,0.0,0.0,1,1,0,Cluster 1 (2154)
40,12387,415.84930555555553,1,143.94,134,415.84930555555553,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
41,12388,16.01388888888889,8,3901.11,2001,582.9972222222223,566.9833333333333,0.0,1.0,0.0,1.0,6,2,0,Cluster 1 (2154)
42,12389,403.04027777777776,3,1433.33,614,656.1076388888889,253.0673611111111,0.0,0.0,0.0,0.0,0,3,0,Cluster 3 (707)
43,12390,80.13680555555555,1,549.84,353,80.13680555555555,0.0,0.0,0.0,0.0,1.0,1,0,0,Cluster 6 (744)
44,12391,22.02986111111111,6,2724.84,1204,663.1097222222222,641.0798611111111,0.0,1.0,0.0,0.0,1,5,0,Cluster 1 (2154)
45,12392,591.9486111111111,1,234.75000000000003,73,591.9486111111111,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
46,12393,72.88125,6,2399.4500000000003,1311,428.9590277777778,356.0777777777778,0.0,0.0,0.0,1.0,4,2,0,Cluster 1 (2154)
47,12394,64.19583333333334,2,1272.48,819,217.95069444444445,153.7548611111111,0.0,0.0,1.0,0.0,2,0,0,Cluster 4 (766)
48,12395,19.895138888888887,15,4721.17,3205,603.1069444444445,583.2118055555555,0.0,3.0,1.0,0.0,10,5,0,Cluster 1 (2154)
49,12396,674.9777777777778,1,931.43,591,674.9777777777778,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
50,12397,36.12361111111111,2,2409.9,1263,135.93680555555557,99.81319444444445,0.0,1.0,0.0,0.0,2,0,0,Cluster 4 (766)
51,12398,46.09930555555555,1,1635.6599999999999,1394,46.09930555555555,0.0,0.0,0.0,1.0,0.0,1,0,0,Cluster 6 (744)
52,12399,119.98263888888889,7,1962.3,2198,645.1701388888889,525.1875,0.0,0.0,0.0,0.0,4,3,0,Cluster 1 (2154)
53,12400,414.96180555555554,1,205.25,91,414.96180555555554,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
54,12401,303.9583333333333,1,84.3,11,303.9583333333333,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
55,12402,323.9590277777778,6,1256.9,584,671.00625,347.0472222222222,0.0,0.0,0.0,0.0,1,5,0,Cluster 1 (2154)
56,12403,50.08263888888889,2,1019.36,260,522.0493055555555,471.96666666666664,0.0,0.0,1.0,0.0,1,1,0,Cluster 1 (2154)
57,12404,682.8506944444445,1,63.24,1,682.8506944444445,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
58,12405,149.1652777777778,1,1710.39,857,149.1652777777778,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
59,12406,22.727777777777778,5,6390.36,3416,697.9486111111111,675.2208333333333,0.0,1.0,0.0,0.0,2,3,0,Cluster 1 (2154)
60,12407,50.110416666666666,5,1708.1200000000001,1416,264.9784722222222,214.86805555555554,0.0,0.0,1.0,0.0,5,0,0,Cluster 4 (766)
61,12408,33.015972222222224,8,4340.7699999999995,2229,498.97430555555553,465.9583333333333,0.0,1.0,0.0,1.0,5,3,0,Cluster 1 (2154)
62,12409,79.09166666666667,7,23419.29,13143,565.8951388888889,486.80347222222224,0.0,0.0,0.0,2.0,3,4,0,Cluster 2 (479)
63,12410,309.0909722222222,3,1013.71,341,502.975,193.8840277777778,0.0,0.0,0.0,0.0,2,1,0,Cluster 1 (2154)
64,12411,410.1423611111111,1,346.9,138,410.1423611111111,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
65,12412,75.10694444444445,6,2596.93,1997,539.9777777777778,464.87083333333334,0.0,0.0,0.0,1.0,3,3,0,Cluster 1 (2154)
66,12413,67.15972222222223,4,999.45,319,402.975,335.8152777777778,0.0,0.0,1.0,0.0,3,1,0,Cluster 1 (2154)
67,12414,217.91597222222222,6,952.41,495,464.01944444444445,246.10347222222222,0.0,0.0,0.0,0.0,3,3,0,Cluster 1 (2154)
69,12416,657.1048611111111,1,202.56,132,657.1048611111111,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
70,12417,3.915277777777778,20,6797.41,2894,734.0972222222222,730.1819444444444,1.0,0.0,1.0,0.0,8,10,2,Cluster 2 (479)
71,12418,113.07083333333334,4,2021.2,1088,630.91875,517.8479166666667,0.0,0.0,0.0,0.0,1,3,0,Cluster 1 (2154)
72,12419,386.1152777777778,2,503.01,231,414.09027777777777,27.975,0.0,0.0,0.0,0.0,0,2,0,Cluster 3 (707)
73,12420,64.16319444444444,1,600.39,345,64.16319444444444,0.0,0.0,0.0,1.0,0.0,1,0,0,Cluster 6 (744)
74,12421,16.15486111111111,6,1098.6,652,505.9534722222222,489.7986111111111,0.0,1.0,0.0,0.0,4,2,0,Cluster 1 (2154)
75,12422,96.12638888888888,17,5231.8,2596,722.0041666666667,625.8777777777777,0.0,0.0,0.0,1.0,3,13,1,Cluster 2 (479)
76,12423,1.1111111111111112,10,2622.39,1793,466.1381944444444,465.02708333333334,1.0,0.0,0.0,0.0,7,3,0,Cluster 1 (2154)
77,12424,163.03055555555557,3,3340.03,2025,548.8993055555555,385.86875,0.0,0.0,0.0,0.0,1,2,0,Cluster 1 (2154)
78,12425,78.80486111111111,2,1741.41,1147,448.94444444444446,370.13958333333335,0.0,0.0,0.0,1.0,1,1,0,Cluster 1 (2154)
79,12426,195.01666666666668,2,1345.21,584,663.1729166666667,468.15625,0.0,0.0,0.0,0.0,1,1,0,Cluster 1 (2154)
80,12427,22.1625,3,825.8,533,372.0875,349.925,0.0,1.0,1.0,0.0,2,1,0,Cluster 1 (2154)
81,12428,26.18611111111111,9,7956.46,3536,284.13680555555555,257.9506944444444,0.0,1.0,0.0,0.0,9,0,0,Cluster 1 (2154)
82,12429,9.811111111111112,8,6204.41,2890,546.9736111111112,537.1625,0.0,1.0,0.0,0.0,3,5,0,Cluster 1 (2154)
83,12430,43.90347222222222,1,256.4,117,43.90347222222222,0.0,0.0,0.0,1.0,0.0,1,0,0,Cluster 6 (744)
84,12431,36.03819444444444,27,10432.22,4612,694.1569444444444,658.11875,0.0,1.0,3.0,0.0,13,14,0,Cluster 2 (479)
85,12432,43.046527777777776,5,5059.32,1801,172.97430555555556,129.92777777777778,0.0,0.0,2.0,0.0,5,0,0,Cluster 1 (2154)
86,12433,1.1166666666666667,10,16794.14,13534,477.14375,476.02708333333334,2.0,1.0,1.0,1.0,5,5,0,Cluster 2 (479)
87,12434,85.00833333333334,3,1103.43,532,381.96666666666664,296.9583333333333,0.0,0.0,0.0,1.0,2,1,0,Cluster 1 (2154)
88,12435,80.15555555555555,6,13925.93,4958,737.9527777777778,657.7972222222222,0.0,0.0,0.0,1.0,2,3,1,Cluster 2 (479)
89,12436,100.02847222222222,1,509.01,211,100.02847222222222,0.0,0.0,0.0,0.0,1.0,1,0,0,Cluster 6 (744)
90,12437,2.0520833333333335,39,12683.4,8001,737.8513888888889,735.7993055555555,1.0,4.0,1.0,3.0,18,20,1,Cluster 2 (479)
91,12438,14.973611111111111,2,2906.85,1180,140.97291666666666,125.99930555555555,0.0,1.0,0.0,0.0,2,0,0,Cluster 4 (766)
92,12439,683.0270833333333,2,1142.88,478,726.1736111111111,43.14652777777778,0.0,0.0,0.0,0.0,0,1,1,Cluster 3 (707)
93,12440,462.98541666666665,2,859.2,331,718.0326388888889,255.04722222222222,0.0,0.0,0.0,0.0,0,1,1,Cluster 3 (707)
94,12441,367.08680555555554,1,173.55,121,367.08680555555554,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
95,12442,3.936111111111111,1,172.06,182,3.936111111111111,0.0,1.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
96,12443,732.8805555555556,1,485.31,182,732.8805555555556,0.0,0.0,0.0,0.0,0.0,0,0,1,Cluster 5 (947)
97,12444,21.977083333333333,5,5005.46,1155,171.95138888888889,149.97430555555556,0.0,1.0,1.0,1.0,5,0,0,Cluster 1 (2154)
98,12445,22.75486111111111,2,434.98,206,421.0152777777778,398.2604166666667,0.0,1.0,0.0,0.0,1,1,0,Cluster 1 (2154)
99,12446,58.0,1,1002.3100000000001,352,58.0,0.0,0.0,0.0,1.0,0.0,1,0,0,Cluster 6 (744)
100,12447,243.97569444444446,1,476.49,190,243.97569444444446,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
101,12448,44.96111111111111,1,449.45,243,44.96111111111111,0.0,0.0,0.0,1.0,0.0,1,0,0,Cluster 6 (744)
102,12449,22.961111111111112,6,4835.89,2282,439.13402777777776,416.17291666666665,0.0,1.0,0.0,1.0,4,2,0,Cluster 1 (2154)
103,12450,156.92291666666668,5,688.2,442,474.98541666666665,318.0625,0.0,0.0,0.0,0.0,2,3,0,Cluster 1 (2154)
104,12451,11.17361111111111,8,12669.88,9359,529.9944444444444,518.8208333333333,0.0,2.0,1.0,0.0,5,3,0,Cluster 2 (479)
105,12452,17.09861111111111,2,430.57,185,17.197916666666668,0.09930555555555555,0.0,2.0,0.0,0.0,2,0,0,Cluster 6 (744)
106,12453,134.94583333333333,1,707.09,473,134.94583333333333,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
107,12454,56.81736111111111,5,16679.78,7703,421.80347222222224,364.9861111111111,0.0,0.0,1.0,0.0,1,4,0,Cluster 2 (479)
108,12455,73.88819444444445,10,5879.95,3302,722.0118055555556,648.1236111111111,0.0,0.0,0.0,1.0,6,3,1,Cluster 1 (2154)
109,12456,44.922916666666666,3,3181.04,1633,255.1513888888889,210.22847222222222,0.0,0.0,1.0,0.0,3,0,0,Cluster 4 (766)
110,12457,66.98402777777778,8,2995.91,1095,435.78541666666666,368.8013888888889,0.0,0.0,1.0,3.0,7,1,0,Cluster 1 (2154)
111,12458,71.89236111111111,4,1777.49,986,488.09513888888887,416.2027777777778,0.0,0.0,0.0,1.0,2,2,0,Cluster 1 (2154)
112,12459,605.9145833333333,1,454.36,258,605.9145833333333,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
113,12460,456.9576388888889,1,326.65,170,456.9576388888889,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
114,12461,94.82847222222222,2,826.88,287,155.10208333333333,60.27361111111111,0.0,0.0,0.0,1.0,2,0,0,Cluster 4 (766)
115,12462,19.152083333333334,2,1189.59,536,303.92083333333335,284.76875,0.0,1.0,0.0,0.0,2,0,0,Cluster 4 (766)
116,12463,53.9625,4,1344.78,776,242.00208333333333,188.03958333333333,0.0,0.0,1.0,0.0,4,0,0,Cluster 4 (766)
117,12464,10.970138888888888,8,1212.05,112,309.97222222222223,299.00208333333336,0.0,2.0,0.0,0.0,8,0,0,Cluster 4 (766)
118,12465,17.844444444444445,2,742.1899999999999,479,169.9673611111111,152.12291666666667,0.0,1.0,0.0,0.0,2,0,0,Cluster 4 (766)
119,12466,682.85,1,56.73,1,682.85,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
120,12467,423.88125,1,132.8,129,423.88125,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
121,12468,188.05138888888888,5,3670.74,2201,683.1118055555555,495.06041666666664,0.0,0.0,0.0,0.0,2,3,0,Cluster 1 (2154)
122,12469,523.0069444444445,2,3070.54,2552,537.0972222222222,14.090277777777779,0.0,0.0,0.0,0.0,0,2,0,Cluster 3 (707)
123,12470,690.0756944444445,1,211.95,95,690.0756944444445,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
125,12472,32.950694444444444,19,16249.289999999999,10378,726.0840277777778,693.1333333333333,0.0,1.0,1.0,0.0,6,12,1,Cluster 2 (479)
126,12473,29.961111111111112,5,3928.0499999999997,2414,192.10763888888889,162.14652777777778,0.0,2.0,1.0,0.0,5,0,0,Cluster 1 (2154)
127,12474,17.924305555555556,31,12372.75,7940,667.13125,649.2069444444444,0.0,2.0,3.0,1.0,18,13,0,Cluster 2 (479)
128,12475,54.111111111111114,2,1149.64,771,410.1673611111111,356.05625,0.0,0.0,1.0,0.0,1,1,0,Cluster 1 (2154)
129,12476,16.006944444444443,23,14083.91,5631,502.15694444444443,486.15,0.0,2.0,2.0,1.0,10,13,0,Cluster 2 (479)
130,12477,23.124305555555555,9,20276.37,6119,623.9506944444445,600.8263888888889,0.0,1.0,2.0,0.0,6,3,0,Cluster 2 (479)
131,12478,4.120833333333334,1,680.99,236,4.120833333333334,0.0,1.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
132,12479,11.975,1,527.2,385,11.975,0.0,0.0,1.0,0.0,0.0,1,0,0,Cluster 6 (744)
133,12480,28.915277777777778,7,5464.85,2952,507.9784722222222,479.06319444444443,0.0,1.0,0.0,0.0,4,3,0,Cluster 1 (2154)
134,12481,23.18125,15,12185.51,7158,607.9861111111111,584.8048611111111,0.0,1.0,1.0,0.0,8,7,0,Cluster 2 (479)
136,12483,17.825,19,5097.18,2160,677.9736111111112,660.1486111111111,0.0,1.0,1.0,1.0,8,11,0,Cluster 2 (479)
137,12484,33.050694444444446,12,6354.1,3266,681.8395833333333,648.7888888888889,0.0,2.0,0.0,0.0,6,6,0,Cluster 1 (2154)
138,12485,529.8944444444444,1,708.1,414,529.8944444444444,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
139,12486,432.025,1,1037.28,523,432.025,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
140,12487,731.0513888888889,1,285.29999999999995,174,731.0513888888889,0.0,0.0,0.0,0.0,0.0,0,0,1,Cluster 5 (947)
141,12488,10.166666666666666,3,1298.66,529,76.09444444444445,65.92777777777778,0.0,1.0,1.0,1.0,3,0,0,Cluster 4 (766)
142,12489,336.9840277777778,1,334.93,105,336.9840277777778,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
143,12490,5.863194444444445,21,9823.64,5906,738.9986111111111,733.1354166666666,1.0,3.0,0.0,1.0,10,10,1,Cluster 2 (479)
144,12491,39.022222222222226,1,460.40000000000003,260,39.022222222222226,0.0,0.0,1.0,0.0,0.0,1,0,0,Cluster 6 (744)
145,12492,63.89930555555556,3,715.21,444,403.9111111111111,340.01180555555555,0.0,0.0,1.0,0.0,2,1,0,Cluster 1 (2154)
146,12493,166.10625,2,433.74,207,197.91458333333333,31.808333333333334,0.0,0.0,0.0,0.0,2,0,0,Cluster 4 (766)
147,12494,16.136111111111113,9,1815.27,979,576.9569444444444,560.8208333333333,0.0,1.0,1.0,0.0,5,4,0,Cluster 1 (2154)
148,12495,641.08125,1,357.4,130,641.08125,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
149,12496,620.9472222222222,2,45.34,30,620.9534722222222,0.00625,0.0,0.0,0.0,0.0,0,2,0,Cluster 5 (947)
150,12497,82.01458333333333,3,6248.5,5685,645.1326388888889,563.1180555555555,0.0,0.0,0.0,1.0,1,2,0,Cluster 1 (2154)
151,12498,21.997916666666665,3,403.70000000000005,159,58.138888888888886,36.140972222222224,0.0,2.0,1.0,0.0,3,0,0,Cluster 4 (766)
152,12499,560.9013888888888,1,393.72,302,560.9013888888888,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
153,12500,23.854166666666668,19,5955.21,3377,673.90625,650.0520833333334,0.0,1.0,4.0,0.0,11,8,0,Cluster 2 (479)
154,12501,337.0152777777778,1,2169.39,1783,337.0152777777778,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
155,12502,96.04027777777777,5,3723.87,820,310.08958333333334,214.04930555555555,0.0,0.0,0.0,1.0,5,0,0,Cluster 1 (2154)
156,12503,584.9520833333333,1,1126.0,561,584.9520833333333,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
157,12504,18.866666666666667,4,779.05,458,597.1013888888889,578.2347222222222,0.0,2.0,0.0,0.0,2,2,0,Cluster 1 (2154)
158,12505,409.14722222222224,1,955.2,324,409.14722222222224,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
159,12506,233.1638888888889,1,73.5,23,233.1638888888889,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
160,12507,134.8201388888889,4,1844.06,1267,585.14375,450.3236111111111,0.0,0.0,0.0,0.0,3,1,0,Cluster 1 (2154)
161,12508,26.884027777777778,2,397.88,271,29.849305555555556,2.9652777777777777,0.0,2.0,0.0,0.0,2,0,0,Cluster 4 (766)
162,12509,284.9201388888889,1,176.5,55,284.9201388888889,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
163,12510,143.10763888888889,9,5178.02,2049,735.9604166666667,592.8527777777778,0.0,0.0,0.0,0.0,2,6,1,Cluster 2 (479)
164,12511,429.0909722222222,1,3084.02,1753,429.0909722222222,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
165,12512,66.91319444444444,2,132.18,96,66.91458333333334,0.001388888888888889,0.0,0.0,2.0,0.0,2,0,0,Cluster 6 (744)
166,12513,113.0826388888889,1,612.29,462,113.0826388888889,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
167,12514,267.84166666666664,2,1597.76,840,642.0222222222222,374.18055555555554,0.0,0.0,0.0,0.0,1,1,0,Cluster 1 (2154)
168,12515,353.8798611111111,1,383.7,131,353.8798611111111,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
169,12516,78.15069444444444,4,2648.62,1952,599.9416666666667,521.7909722222222,0.0,0.0,0.0,1.0,2,2,0,Cluster 1 (2154)
170,12517,28.948611111111113,5,2481.6,1361,190.90069444444444,161.95208333333332,0.0,2.0,0.0,1.0,5,0,0,Cluster 4 (766)
171,12518,1.1090277777777777,5,2056.89,1318,110.98055555555555,109.87152777777777,1.0,1.0,1.0,1.0,5,0,0,Cluster 4 (766)
172,12519,64.14166666666667,2,716.54,387,477.18680555555557,413.0451388888889,0.0,0.0,1.0,0.0,1,1,0,Cluster 1 (2154)
173,12520,79.89375,5,2634.26,1439,274.0520833333333,194.15833333333333,0.0,0.0,0.0,1.0,5,0,0,Cluster 1 (2154)
174,12521,143.08263888888888,1,599.68,309,143.08263888888888,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
175,12522,39.888888888888886,2,192.72,194,51.922916666666666,12.034027777777778,0.0,0.0,2.0,0.0,2,0,0,Cluster 4 (766)
176,12523,19.99652777777778,23,4352.35,2263,732.9611111111111,712.9645833333333,0.0,1.0,2.0,1.0,11,11,1,Cluster 2 (479)
177,12524,9.888194444444444,17,11126.11,7178,669.9229166666667,660.0347222222222,0.0,1.0,1.0,0.0,8,9,0,Cluster 2 (479)
178,12525,498.8625,3,973.73,509,647.9506944444445,149.08819444444444,0.0,0.0,0.0,0.0,0,3,0,Cluster 3 (707)
179,12526,1.0284722222222222,3,1316.66,632,94.93819444444445,93.90972222222223,1.0,0.0,1.0,1.0,3,0,0,Cluster 4 (766)
180,12527,82.03819444444444,5,735.51,526,529.8840277777778,447.84583333333336,0.0,0.0,0.0,1.0,3,2,0,Cluster 1 (2154)
181,12528,9.92361111111111,6,1933.48,756,313.15625,303.2326388888889,0.0,1.0,1.0,0.0,6,0,0,Cluster 4 (766)
182,12529,528.9861111111111,1,316.48,192,528.9861111111111,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
183,12530,60.01111111111111,9,3759.26,2713,642.9256944444444,582.9145833333333,0.0,0.0,1.0,0.0,4,5,0,Cluster 1 (2154)
184,12531,15.068055555555556,2,1933.2,1119,686.9395833333333,671.8715277777778,0.0,1.0,0.0,0.0,1,1,0,Cluster 1 (2154)
185,12532,30.960416666666667,1,349.83000000000004,153,30.960416666666667,0.0,0.0,1.0,0.0,0.0,1,0,0,Cluster 6 (744)
186,12533,628.0791666666667,2,1367.89,704,739.0416666666666,110.9625,0.0,0.0,0.0,0.0,0,1,1,Cluster 3 (707)
187,12534,131.1,1,1089.18,651,131.1,0.0,0.0,0.0,0.0,0.0,1,0,0,Cluster 6 (744)
188,12535,92.16805555555555,2,716.35,219,187.00208333333333,94.83402777777778,0.0,0.0,0.0,1.0,2,0,0,Cluster 4 (766)
189,12536,43.9375,3,12601.830000000002,2803,59.915277777777774,15.977777777777778,0.0,0.0,3.0,0.0,3,0,0,Cluster 1 (2154)
190,12537,409.1763888888889,1,732.94,449,409.1763888888889,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
191,12538,29.815277777777776,2,640.45,336,378.9916666666667,349.1763888888889,0.0,1.0,0.0,0.0,1,1,0,Cluster 1 (2154)
192,12539,22.97222222222222,7,11214.75,4535,716.9930555555555,694.0208333333334,0.0,1.0,0.0,0.0,4,1,2,Cluster 1 (2154)
193,12540,20.054861111111112,33,22254.49,11019,732.8291666666667,712.7743055555555,0.0,2.0,2.0,3.0,16,16,1,Cluster 2 (479)
194,12541,30.09027777777778,3,981.18,680,281.1375,251.04722222222222,0.0,1.0,0.0,0.0,3,0,0,Cluster 4 (766)
195,12542,484.7347222222222,2,481.88,522,640.85,156.11527777777778,0.0,0.0,0.0,0.0,0,2,0,Cluster 3 (707)
196,12543,448.87430555555557,1,980.25,688,448.87430555555557,0.0,0.0,0.0,0.0,0.0,0,1,0,Cluster 5 (947)
197,12544,36.857638888888886,1,372.7,136,36.857638888888886,0.0,0.0,1.0,0.0,0.0,1,0,0,Cluster 6 (744)
198,12545,75.96597222222222,2,1000.39,523,260.03194444444443,184.06597222222223,0.0,0.0,0.0,1.0,2,0,0,Cluster 4 (766)
199,12546,47.02847222222222,2,1161.5,633,78.12916666666666,31.100694444444443,0.0,0.0,1.0,1.0,2,0,0,Cluster 4 (766)
200,12547,198.00833333333333,3,383.58,309,500.9548611111111,302.94652777777776,0.0,0.0,0.0,0.0,2,1,0,Cluster 1 (2154)
